Name,Description,styleUrl,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
PT ชะอำ 3,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 350 หมู่ที่3 ตำบลดอนขุนห้วย อำเภอชะอำ จังหวัดเพชรบุรี 76120<br>Latitude: 12.885081<br>Longitude: 99.911295<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),350 หมู่ที่3 ตำบลดอนขุนห้วย อำเภอชะอำ จังหวัดเพชรบุรี 76120,12.885081,99.911295,EleX,"
            99.911295,12.885081,0
          "
PT ห้วยบง 3,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 29/9 หมู่ที่9 ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี 18240<br>Latitude: 14.62764<br>Longitude: 100.89051<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),29/9 หมู่ที่9 ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี 18240,14.62764,100.89051,EleX,"
            100.89051,14.62764,0
          "
PT พิษณุโลก 4,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 166/8,166/9 หมู่ที่7 ถนนรัชดาภิเษก ตำบลท่าโพธิ์ อำเภอเมืองพิษณุโลก จังหวัดพิษณุโลก 65000<br>Latitude: 16.758976<br>Longitude: 100.189809<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),"166/8,166/9 หมู่ที่7 ถนนรัชดาภิเษก ตำบลท่าโพธิ์ อำเภอเมืองพิษณุโลก จังหวัดพิษณุโลก 65000",16.758976,100.189809,EleX,"
            100.189809,16.758976,0
          "
PT นครราชสีมา 11,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 221 หมู่ที่2 ตำบลหนองจะบก อำเภอเมือง จังหวัดนครราชสีมา 30000<br>Latitude: 15.01016<br>Longitude: 102.06107<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),221 หมู่ที่2 ตำบลหนองจะบก อำเภอเมือง จังหวัดนครราชสีมา 30000,15.01016,102.06107,EleX,"
            102.06107,15.01016,0
          "
PT วิเชียรบุรี 2,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 163 หมู่ที่7 ตำบลสระประดู่ อำเภอวิเชียรบุรี จังหวัดเพชรบูรณ์ 67130<br>Latitude: 15.59928<br>Longitude: 101.06445<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),163 หมู่ที่7 ตำบลสระประดู่ อำเภอวิเชียรบุรี จังหวัดเพชรบูรณ์ 67130,15.59928,101.06445,EleX,"
            101.06445,15.59928,0
          "
PT บ้านบึง 7,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 19/24 หมู่ 5 ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี ประเทศไทย ชลบุรี<br>Latitude: 13.302263<br>Longitude: 101.140109<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),19/24 หมู่ 5 ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี ประเทศไทย ชลบุรี,13.302263,101.140109,EleX,"
            101.140109,13.302263,0
          "
PT กบินทร์บุรี 8,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 198 หมู่ที่5 ตำบลเมืองเก่า อำเภอกบินทร์บุรี จังหวัดปราจีนบุรี<br>Latitude: 14.02291<br>Longitude: 101.78282<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),198 หมู่ที่5 ตำบลเมืองเก่า อำเภอกบินทร์บุรี จังหวัดปราจีนบุรี,14.02291,101.78282,EleX,"
            101.78282,14.02291,0
          "
PT ไชโย 2,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 97 หมู่ที่3 ตำบลหลักฟ้า อำเภอไชโย จังหวัดอ่างทอง 14140<br>Latitude: 14.681287<br>Longitude: 100.466169<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),97 หมู่ที่3 ตำบลหลักฟ้า อำเภอไชโย จังหวัดอ่างทอง 14140,14.681287,100.466169,EleX,"
            100.466169,14.681287,0
          "
PT นิคมพัฒนา2,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 521 หมู่ที่5 ตำบลมะขามคู่ อำเภอนิคมพัฒนา จังหวัดระยอง 21180<br>Latitude: 12.85576<br>Longitude: 101.09367<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),521 หมู่ที่5 ตำบลมะขามคู่ อำเภอนิคมพัฒนา จังหวัดระยอง 21180,12.85576,101.09367,EleX,"
            101.09367,12.85576,0
          "
PT ตรัง 2,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 358/1 ถนนห้วยยอด ตำบลทับเที่ยง อำเภอเมืองตรัง จังหวัดตรัง 92000<br>Latitude: 7.572816<br>Longitude: 99.605668<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),358/1 ถนนห้วยยอด ตำบลทับเที่ยง อำเภอเมืองตรัง จังหวัดตรัง 92000,7.572816,99.605668,EleX,"
            99.605668,7.572816,0
          "
PT พัทลุง 2,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 173 หมู่ที่7 ตำบลท่าแค อำเภอเมืองพัทลุง จังหวัดพัทลุง 93000<br>Latitude: 7.557634<br>Longitude: 100.04671<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),173 หมู่ที่7 ตำบลท่าแค อำเภอเมืองพัทลุง จังหวัดพัทลุง 93000,7.557634,100.04671,EleX,"
            100.04671,7.557634,0
          "
PT วารินชำราบ 6,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 229 หมุ่ที่9 ตำบลหนองกินเพล อำเภอวารินชำราบ จังหวัดอุบลราชธานี 34190<br>Latitude: 15.172396<br>Longitude: 104.793279<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),229 หมุ่ที่9 ตำบลหนองกินเพล อำเภอวารินชำราบ จังหวัดอุบลราชธานี 34190,15.172396,104.793279,EleX,"
            104.793279,15.172396,0
          "
PT ไชยา 3,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 213 หมู่ที่1 ตำบลเวียง อำเภอไชยา จังหวัดสุราษฎร์ธานี 84110<br>Latitude: 9.386612<br>Longitude: 99.170108<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),213 หมู่ที่1 ตำบลเวียง อำเภอไชยา จังหวัดสุราษฎร์ธานี 84110,9.386612,99.170108,EleX,"
            99.170108,9.386612,0
          "
PT คลองขลุง 4,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 159 หมู่ที่3 ตำบลท่าพุทรา อำเภอคลองขลุง จังหวัดกำแพงเพชร 62120<br>Latitude: 16.261033<br>Longitude: 99.686835<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),159 หมู่ที่3 ตำบลท่าพุทรา อำเภอคลองขลุง จังหวัดกำแพงเพชร 62120,16.261033,99.686835,EleX,"
            99.686835,16.261033,0
          "
PT หล่มสัก 4,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: ตำบล หนองไขว่ อำเภอหล่มสัก เพชรบูรณ์ 67110<br>Latitude: 16.738524<br>Longitude: 101.226939<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),ตำบล หนองไขว่ อำเภอหล่มสัก เพชรบูรณ์ 67110,16.738524,101.226939,EleX,"
            101.226939,16.738524,0
          "
PT สวี 3,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: ตำบล ครน อำเภอสวี ชุมพร 86130<br>Latitude: 10.277704<br>Longitude: 99.083596<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),ตำบล ครน อำเภอสวี ชุมพร 86130,10.277704,99.083596,EleX,"
            99.083596,10.277704,0
          "
PT กระบี่ 2,Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 377 ถนนอุตรกิจ ตำบลปากน้ำ อำเภอเมืองกระบี่ จังหวัดกระบี่ 81000<br>Latitude: 8.082432<br>Longitude: 98.914332<br>Provider: EleX,#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),377 ถนนอุตรกิจ ตำบลปากน้ำ อำเภอเมืองกระบี่ จังหวัดกระบี่ 81000,8.082432,98.914332,EleX,"
            98.914332,8.082432,0
          "
SUPERFAST by PPWE เฉลิมพระเกียรติ โคราช,"Power: 100 kW<br>Description: CCS2 100 kW, CHAdeMO 100 kW<br>Address: ตำบลหนองงูเหลือม อำเภอเฉลิมพระเกียรติ จ.นครราชสีมา<br>Latitude: 15.079479<br>Longitude: 102.22351<br>Provider: EleX",#icon-1899-DB4436-labelson,100 kW,"CCS2 100 kW, CHAdeMO 100 kW",ตำบลหนองงูเหลือม อำเภอเฉลิมพระเกียรติ จ.นครราชสีมา,15.079479,102.22351,EleX,"
            102.22351,15.079479,0
          "
SUPERFAST by UAC (EECi),"Power: 50 kW<br>Description: CCS2 50 kW, CHAdeMO 50 kW, Type2 43 kW<br>Address: ระยอง<br>Latitude: 12.991868<br>Longitude: 101.444981<br>Provider: EleX",#icon-1899-DB4436-labelson,50 kW,"CCS2 50 kW, CHAdeMO 50 kW, Type2 43 kW",ระยอง,12.991868,101.444981,EleX,"
            101.444981,12.991868,0
          "
ทำเนียบรัฐบาล (สำหรับข้าราชการและผู้มาติดต่อราชการ),"Power: 60 kW<br>Description: Type2 22 kW<br>Type2 22 kW<br>CCS2 60 kW, CHAdeMO 60 kW<br>Address: 1 Phitsanulok Road Dusit District 10300<br>Latitude: 13.761954<br>Longitude: 100.511995<br>Provider: EleX",#icon-1899-DB4436-labelson,60 kW,"Type2 22 kW
Type2 22 kW
CCS2 60 kW, CHAdeMO 60 kW",1 Phitsanulok Road Dusit District 10300,13.761954,100.511995,EleX,"
            100.511995,13.761954,0
          "
อิมแพ็ค ลานจอดภายนอกอาคาร Novotel,"Power: 125 kW<br>Description: CCS2 60 kW, CHAdeMO 60 kW<br>2x CCS2 125 kW (300A)<br>Address: 94 Popular Rd, Subdistrict, Amphoe Pak Kret, Nonthaburi 11120<br>Latitude: 13.914767<br>Longitude: 100.54828<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,"CCS2 60 kW, CHAdeMO 60 kW
2x CCS2 125 kW (300A)","94 Popular Rd, Subdistrict, Amphoe Pak Kret, Nonthaburi 11120",13.914767,100.54828,EleX,"
            100.54828,13.914767,0
          "
Porto Go บางปะอิน,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A), Type2 22 kW<br>Address: 80 Khlong Chik, Bang Pa-in District, Phra Nakhon Si Ayutthaya 13160, Thailand<br>Latitude: 14.201995<br>Longitude: 100.60755<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,"2x CCS2 125 kW (300A), Type2 22 kW","80 Khlong Chik, Bang Pa-in District, Phra Nakhon Si Ayutthaya 13160, Thailand",14.201995,100.60755,EleX,"
            100.60755,14.201995,0
          "
สถานีแม่ฮ่องสอน,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A), Type2 22 kW<br>Address: 116 ถ.ขุนลุมประพาส ต.จองคำ อ.เมือง จ.แม่ฮ่องสอน 58000<br>Latitude: 19.292166<br>Longitude: 97.964733<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,"2x CCS2 125 kW (300A), Type2 22 kW",116 ถ.ขุนลุมประพาส ต.จองคำ อ.เมือง จ.แม่ฮ่องสอน 58000,19.292166,97.964733,EleX,"
            97.964733,19.292166,0
          "
Kolao Auto city EV charging Station,"Power: 200 kW<br>Description: 2x CCS2 200 kW<br>Address: XHGP+VXG, ຖະໜົນອາຊຽນ, ບ້ານນາຄຳ, ເມືອງສີໂຄຕະບອງ, Vientiane<br>Latitude: 17.97655<br>Longitude: 102.587431<br>Provider: EleX",#icon-1899-DB4436-labelson,200 kW,2x CCS2 200 kW,"XHGP+VXG, ຖະໜົນອາຊຽນ, ບ້ານນາຄຳ, ເມືອງສີໂຄຕະບອງ, Vientiane",17.97655,102.587431,EleX,"
            102.587431,17.97655,0
          "
Kolao Kokkokmart EV charging Station,"Power: 100 kW<br>Description: 2x CCS2 100 kW<br>2x CCS2 100 kW<br>Address: 310 Rue Bourichane, Ban Phonsinuan, Unit-12, Sisattanak District, 0103 VientianeCapital, Lao PDR<br>Latitude: 17.964589<br>Longitude: 102.625648<br>Provider: EleX",#icon-1899-DB4436-labelson,100 kW,"2x CCS2 100 kW
2x CCS2 100 kW","310 Rue Bourichane, Ban Phonsinuan, Unit-12, Sisattanak District, 0103 VientianeCapital, Lao PDR",17.964589,102.625648,EleX,"
            102.625648,17.964589,0
          "
Kolaocare Xaymoungkon EV charging station,"Power: 100 kW<br>Description: 2x CCS2 100 kW<br>Address: ຖະໜົນ 13 ເໜືອ, ບ້ານສີເກີດ, ເມືອງນາຊາຍທອງ<br>Latitude: 18.024511<br>Longitude: 102.547632<br>Provider: EleX",#icon-1899-DB4436-labelson,100 kW,2x CCS2 100 kW,"ຖະໜົນ 13 ເໜືອ, ບ້ານສີເກີດ, ເມືອງນາຊາຍທອງ",18.024511,102.547632,EleX,"
            102.547632,18.024511,0
          "
ศูนย์การแพทย์กาญจนาภิเษก,"Power: 30 kW<br>Description: CCS2 30 kW<br>Type2 22 kW<br>Address: 888 Borommaratchachonnani Rd, Salaya, Phutthamonthon District, Nakhon Pathom 73170<br>Latitude: 13.786948<br>Longitude: 100.321744<br>Provider: EleX",#icon-1899-DB4436-labelson,30 kW,"CCS2 30 kW
Type2 22 kW","888 Borommaratchachonnani Rd, Salaya, Phutthamonthon District, Nakhon Pathom 73170",13.786948,100.321744,EleX,"
            100.321744,13.786948,0
          "
One Nimman,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A), Type2 22 kW<br>Address: Suthep, Mueang Chiang Mai District, Chiang Mai 50200<br>Latitude: 18.80044<br>Longitude: 98.968963<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,"2x CCS2 125 kW (300A), Type2 22 kW","Suthep, Mueang Chiang Mai District, Chiang Mai 50200",18.80044,98.968963,EleX,"
            98.968963,18.80044,0
          "
EVX สาขาเมืองเอก รังสิต จ.ปทุมธานี,Power: 60 kW<br>Description: 2x CCS2 60 kW<br>Address: 186 5 พหลโยธิน 87 ซ. 6 ตำบล ประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130<br>Latitude: 13.967511<br>Longitude: 100.607635<br>Provider: EleX,#icon-1899-DB4436-labelson,60 kW,2x CCS2 60 kW,186 5 พหลโยธิน 87 ซ. 6 ตำบล ประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130,13.967511,100.607635,EleX,"
            100.607635,13.967511,0
          "
สถานีอู่ทองพลังงาน,Power: 100 kW<br>Description: 2x CCS2 100 kW<br>Address: 887 หมู่ที่3 ต.อู่ทอง อ.อู่ทอง. จังหวัดสุพรรณบุรี 72160<br>Latitude: 14.386337<br>Longitude: 99.893982<br>Provider: EleX,#icon-1899-DB4436-labelson,100 kW,2x CCS2 100 kW,887 หมู่ที่3 ต.อู่ทอง อ.อู่ทอง. จังหวัดสุพรรณบุรี 72160,14.386337,99.893982,EleX,"
            99.893982,14.386337,0
          "
Porto Go ท่าจีน,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 99/9 หมู่ที่ 4 Rama 2 Rd, Bang Tho Rat, Mueang Samut Sakhon District, Samut Sakhon 74000<br>Latitude: 13.516517<br>Longitude: 100.161457<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),"99/9 หมู่ที่ 4 Rama 2 Rd, Bang Tho Rat, Mueang Samut Sakhon District, Samut Sakhon 74000",13.516517,100.161457,EleX,"
            100.161457,13.516517,0
          "
PT นครนายก,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: Mueang Nakhon Nayok District, Nakhon Nayok 26000<br>Latitude: 14.203233<br>Longitude: 101.206805<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),"Mueang Nakhon Nayok District, Nakhon Nayok 26000",14.203233,101.206805,EleX,"
            101.206805,14.203233,0
          "
PT อุตรดิตถ์ 5,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: 11 Pa Sao, Mueang Uttaradit District, Uttaradit 53000<br>Latitude: 17.601584<br>Longitude: 100.123684<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),"11 Pa Sao, Mueang Uttaradit District, Uttaradit 53000",17.601584,100.123684,EleX,"
            100.123684,17.601584,0
          "
PT ขอนแก่น 10,"Power: 125 kW<br>Description: 2x CCS2 125 kW (300A)<br>Address: Tambon Ban Pet, Mueang Khon Kaen District, Khon Kaen 40000<br>Latitude: 16.449739<br>Longitude: 102.75878<br>Provider: EleX",#icon-1899-DB4436-labelson,125 kW,2x CCS2 125 kW (300A),"Tambon Ban Pet, Mueang Khon Kaen District, Khon Kaen 40000",16.449739,102.75878,EleX,"
            102.75878,16.449739,0
          "
